complaint_id,customer_id,complaint_date,complaint_type,resolution_status,resolution_days
COMP144664,CUST131211,2025-09-04,Network Issue,Resolved,1
COMP144665,CUST131212,2025-09-08,Billing Issue,Pending,5
COMP144666,CUST131212,2025-10-27,Data/Speed Issue,Resolved,7
COMP144667,CUST131212,2025-08-07,Data/Speed Issue,Pending,11
COMP144668,CUST131214,2025-08-24,Billing Issue,Pending,4
COMP144669,CUST131216,2025-11-30,Network Issue,Resolved,3
COMP144670,CUST131216,2025-10-10,Service Quality,Resolved,3
COMP144671,CUST131216,2025-12-01,Network Issue,Resolved,4
COMP144672,CUST131217,2025-10-17,Network Issue,Resolved,1
COMP144673,CUST131218,2026-01-08,Network Issue,Resolved,4
COMP144674,CUST131220,2025-12-30,Billing Issue,Pending,3
COMP144675,CUST131220,2025-10-12,Other,Resolved,13
COMP144676,CUST131220,2025-12-31,Service Quality,Pending,13
COMP144677,CUST131220,2025-11-20,Other,Resolved,5
COMP144678,CUST131220,2026-01-28,Network Issue,Pending,14
COMP144679,CUST131225,2026-01-04,Billing Issue,Resolved,13
COMP144680,CUST131225,2025-10-13,Service Quality,Pending,4
COMP144681,CUST131225,2025-08-14,Network Issue,Pending,13
COMP144682,CUST131226,2025-12-08,Billing Issue,Resolved,4
COMP144683,CUST131226,2025-10-24,Other,Resolved,6
COMP144684,CUST131227,2025-08-24,Billing Issue,Pending,6
COMP144685,CUST131228,2025-10-29,Other,Pending,3
COMP144686,CUST131228,2026-01-24,Billing Issue,Resolved,9
COMP144687,CUST131228,2025-09-30,Billing Issue,Resolved,5
COMP144688,CUST131228,2025-08-18,Billing Issue,Resolved,5
COMP144689,CUST131229,2025-09-04,Data/Speed Issue,Resolved,3
COMP144690,CUST131229,2025-09-17,Data/Speed Issue,Resolved,2
COMP144691,CUST131231,2025-11-01,Billing Issue,Pending,7
COMP144692,CUST131231,2025-11-27,Service Quality,Resolved,10
COMP144693,CUST131231,2025-09-19,Billing Issue,Pending,11
COMP144694,CUST131233,2025-09-25,Billing Issue,Resolved,5
COMP144695,CUST131233,2025-11-06,Data/Speed Issue,Resolved,5
COMP144696,CUST131236,2025-09-11,Service Quality,Resolved,4
COMP144697,CUST131236,2025-11-11,Data/Speed Issue,Pending,3
COMP144698,CUST131236,2025-11-25,Network Issue,Pending,11
COMP144699,CUST131237,2025-09-12,Billing Issue,Pending,5
COMP144700,CUST131237,2026-01-13,Other,Resolved,2
COMP144701,CUST131237,2026-01-25,Service Quality,Resolved,6
COMP144702,CUST131237,2026-01-14,Billing Issue,Resolved,6
COMP144703,CUST131242,2026-01-24,Network Issue,Pending,10
COMP144704,CUST131242,2025-11-02,Other,Resolved,13
COMP144705,CUST131242,2025-09-30,Network Issue,Resolved,7
COMP144706,CUST131242,2025-10-25,Billing Issue,Resolved,8
COMP144707,CUST131242,2025-12-26,Billing Issue,Resolved,7
COMP144708,CUST131245,2025-08-15,Network Issue,Resolved,3
COMP144709,CUST131246,2025-08-16,Data/Speed Issue,Pending,13
COMP144710,CUST131247,2025-09-10,Network Issue,Resolved,4
COMP144711,CUST131249,2025-11-03,Network Issue,Resolved,4
COMP144712,CUST131249,2025-09-25,Service Quality,Resolved,4
COMP144713,CUST131249,2025-11-03,Service Quality,Resolved,5
COMP144714,CUST131250,2025-09-12,Data/Speed Issue,Resolved,5
COMP144715,CUST131251,2025-09-15,Billing Issue,Pending,5
COMP144716,CUST131251,2026-01-21,Network Issue,Resolved,9
COMP144717,CUST131252,2025-08-24,Data/Speed Issue,Resolved,7
COMP144718,CUST131255,2025-12-27,Data/Speed Issue,Pending,7
COMP144719,CUST131255,2025-08-08,Billing Issue,Resolved,13
COMP144720,CUST131255,2025-12-19,Service Quality,Resolved,7
COMP144721,CUST131256,2026-01-07,Service Quality,Resolved,7
COMP144722,CUST131256,2025-10-22,Billing Issue,Pending,9
COMP144723,CUST131258,2025-11-09,Data/Speed Issue,Pending,4
COMP144724,CUST131259,2026-01-21,Service Quality,Resolved,1
COMP144725,CUST131259,2025-09-30,Billing Issue,Resolved,2
COMP144726,CUST131259,2026-01-27,Service Quality,Resolved,4
COMP144727,CUST131262,2026-01-04,Network Issue,Pending,3
COMP144728,CUST131263,2026-01-26,Billing Issue,Resolved,4
COMP144729,CUST131265,2025-10-16,Network Issue,Resolved,4
COMP144730,CUST131268,2026-01-18,Data/Speed Issue,Resolved,13
COMP144731,CUST131268,2025-10-29,Network Issue,Resolved,7
COMP144732,CUST131268,2025-09-18,Data/Speed Issue,Pending,8
COMP144733,CUST131268,2025-09-22,Service Quality,Pending,10
COMP144734,CUST131268,2025-08-19,Network Issue,Pending,7
COMP144735,CUST131269,2025-08-27,Network Issue,Resolved,5
COMP144736,CUST131269,2025-09-16,Data/Speed Issue,Resolved,3
COMP144737,CUST131269,2025-12-22,Billing Issue,Resolved,6
COMP144738,CUST131270,2025-10-20,Data/Speed Issue,Resolved,3
COMP144739,CUST131270,2025-12-21,Other,Resolved,6
COMP144740,CUST131270,2025-10-08,Network Issue,Resolved,1
COMP144741,CUST131273,2026-01-27,Billing Issue,Pending,3
COMP144742,CUST131275,2025-08-23,Network Issue,Resolved,4
COMP144743,CUST131275,2025-08-12,Other,Resolved,1
COMP144744,CUST131275,2025-11-02,Data/Speed Issue,Resolved,5
COMP144745,CUST131277,2025-11-03,Service Quality,Resolved,4
COMP144746,CUST131277,2025-10-28,Service Quality,Resolved,5
COMP144747,CUST131277,2025-11-19,Billing Issue,Resolved,2
COMP144748,CUST131278,2025-12-18,Network Issue,Resolved,1
COMP144749,CUST131279,2026-01-26,Billing Issue,Pending,4
COMP144750,CUST131279,2025-11-29,Network Issue,Pending,1
COMP144751,CUST131280,2025-10-21,Service Quality,Pending,10
COMP144752,CUST131280,2026-01-04,Billing Issue,Pending,3
COMP144753,CUST131280,2025-09-07,Billing Issue,Pending,3
COMP144754,CUST131281,2025-08-04,Service Quality,Pending,5
COMP144755,CUST131282,2026-01-24,Data/Speed Issue,Resolved,5
COMP144756,CUST131283,2025-09-12,Network Issue,Pending,8
COMP144757,CUST131283,2025-12-24,Service Quality,Resolved,12
COMP144758,CUST131283,2025-09-05,Billing Issue,Pending,8
COMP144759,CUST131283,2025-11-19,Network Issue,Resolved,5
COMP144760,CUST131283,2025-09-05,Other,Resolved,13
COMP144761,CUST131284,2026-01-04,Billing Issue,Pending,6
COMP144762,CUST131284,2025-09-13,Network Issue,Pending,14
COMP144763,CUST131284,2026-01-15,Service Quality,Resolved,11
COMP144764,CUST131285,2025-10-16,Network Issue,Pending,6
COMP144765,CUST131285,2025-12-16,Service Quality,Resolved,9
COMP144766,CUST131285,2026-01-11,Other,Pending,9
COMP144767,CUST131288,2025-08-28,Data/Speed Issue,Resolved,8
COMP144768,CUST131288,2025-09-01,Network Issue,Resolved,4
COMP144769,CUST131289,2026-01-12,Billing Issue,Pending,3
COMP144770,CUST131291,2026-01-07,Billing Issue,Pending,2
COMP144771,CUST131292,2025-08-07,Network Issue,Pending,6
COMP144772,CUST131294,2025-11-02,Network Issue,Resolved,1
COMP144773,CUST131294,2025-10-03,Service Quality,Resolved,6
COMP144774,CUST131294,2025-11-07,Other,Resolved,5
COMP144775,CUST131295,2025-08-31,Billing Issue,Pending,10
COMP144776,CUST131295,2025-09-25,Service Quality,Pending,6
COMP144777,CUST131295,2025-08-29,Service Quality,Pending,7
COMP144778,CUST131296,2025-12-28,Billing Issue,Resolved,6
COMP144779,CUST131297,2026-01-12,Network Issue,Resolved,3
COMP144780,CUST131297,2025-10-16,Service Quality,Pending,3
COMP144781,CUST131297,2025-10-06,Other,Resolved,5
COMP144782,CUST131298,2026-01-13,Data/Speed Issue,Resolved,11
COMP144783,CUST131298,2025-11-23,Data/Speed Issue,Resolved,4
COMP144784,CUST131300,2025-08-16,Billing Issue,Resolved,6
COMP144785,CUST131300,2025-10-17,Billing Issue,Resolved,4
COMP144786,CUST131300,2025-11-16,Data/Speed Issue,Resolved,6
COMP144787,CUST131301,2025-08-21,Other,Resolved,5
COMP144788,CUST131301,2025-12-22,Service Quality,Resolved,12
COMP144789,CUST131302,2026-01-27,Billing Issue,Resolved,2
COMP144790,CUST131305,2026-01-29,Data/Speed Issue,Pending,2
COMP144791,CUST131306,2025-12-05,Other,Resolved,5
COMP144792,CUST131306,2025-11-01,Billing Issue,Resolved,1
COMP144793,CUST131306,2026-01-23,Billing Issue,Resolved,2
COMP144794,CUST131307,2025-11-21,Service Quality,Resolved,6
COMP144795,CUST131307,2025-09-12,Data/Speed Issue,Resolved,5
COMP144796,CUST131307,2025-08-24,Other,Pending,5
COMP144797,CUST131308,2026-01-15,Billing Issue,Pending,7
COMP144798,CUST131308,2025-10-31,Service Quality,Pending,4
COMP144799,CUST131309,2025-08-17,Billing Issue,Resolved,1
COMP144800,CUST131311,2025-10-27,Billing Issue,Resolved,3
COMP144801,CUST131313,2026-01-16,Network Issue,Resolved,1
COMP144802,CUST131313,2025-12-01,Other,Resolved,4
COMP144803,CUST131313,2025-09-25,Network Issue,Pending,4
COMP144804,CUST131314,2025-09-18,Network Issue,Resolved,5
COMP144805,CUST131317,2026-01-10,Billing Issue,Resolved,1
COMP144806,CUST131318,2025-11-27,Network Issue,Resolved,1
COMP144807,CUST131319,2025-09-13,Service Quality,Resolved,10
COMP144808,CUST131319,2026-01-13,Billing Issue,Pending,6
COMP144809,CUST131319,2025-12-10,Network Issue,Resolved,7
COMP144810,CUST131320,2025-11-01,Service Quality,Pending,1
COMP144811,CUST131320,2026-01-21,Data/Speed Issue,Resolved,4
COMP144812,CUST131323,2025-10-14,Billing Issue,Resolved,4
COMP144813,CUST131323,2025-11-20,Billing Issue,Resolved,4
COMP144814,CUST131324,2025-08-08,Network Issue,Resolved,4
COMP144815,CUST131324,2025-12-17,Data/Speed Issue,Resolved,5
COMP144816,CUST131326,2025-11-25,Service Quality,Resolved,1
COMP144817,CUST131327,2025-10-13,Network Issue,Resolved,5
COMP144818,CUST131328,2025-10-21,Data/Speed Issue,Pending,13
COMP144819,CUST131328,2025-09-27,Service Quality,Pending,3
COMP144820,CUST131328,2025-11-14,Billing Issue,Resolved,7
COMP144821,CUST131328,2025-08-23,Billing Issue,Resolved,9
COMP144822,CUST131328,2025-12-13,Billing Issue,Pending,7
COMP144823,CUST131330,2025-11-06,Network Issue,Resolved,2
COMP144824,CUST131331,2025-11-21,Billing Issue,Resolved,3
COMP144825,CUST131331,2025-11-20,Billing Issue,Resolved,5
COMP144826,CUST131331,2025-10-27,Billing Issue,Resolved,6
COMP144827,CUST131332,2025-12-06,Data/Speed Issue,Resolved,2
COMP144828,CUST131332,2026-01-10,Data/Speed Issue,Resolved,5
COMP144829,CUST131333,2025-12-25,Network Issue,Pending,5
COMP144830,CUST131333,2025-11-03,Service Quality,Resolved,9
COMP144831,CUST131333,2026-01-20,Network Issue,Resolved,7
COMP144832,CUST131334,2025-08-29,Network Issue,Resolved,1
COMP144833,CUST131334,2025-09-12,Billing Issue,Resolved,6
COMP144834,CUST131334,2025-08-18,Service Quality,Resolved,5
COMP144835,CUST131334,2025-12-29,Network Issue,Pending,3
COMP144836,CUST131335,2025-12-31,Data/Speed Issue,Resolved,14
COMP144837,CUST131335,2025-11-26,Data/Speed Issue,Pending,6
COMP144838,CUST131335,2025-10-05,Network Issue,Pending,6
COMP144839,CUST131335,2025-11-28,Billing Issue,Pending,9
COMP144840,CUST131336,2025-08-13,Billing Issue,Resolved,6
COMP144841,CUST131338,2025-12-24,Service Quality,Resolved,5
COMP144842,CUST131339,2025-11-13,Billing Issue,Resolved,1
COMP144843,CUST131339,2025-11-09,Billing Issue,Resolved,2
COMP144844,CUST131339,2025-10-28,Other,Pending,1
COMP144845,CUST131340,2025-09-08,Billing Issue,Resolved,1
COMP144846,CUST131341,2025-11-02,Service Quality,Pending,12
COMP144847,CUST131341,2025-11-21,Network Issue,Resolved,4
COMP144848,CUST131341,2025-12-21,Service Quality,Resolved,6
COMP144849,CUST131342,2025-11-01,Billing Issue,Resolved,2
COMP144850,CUST131343,2025-10-29,Data/Speed Issue,Resolved,2
COMP144851,CUST131345,2025-08-30,Billing Issue,Resolved,6
COMP144852,CUST131345,2025-08-04,Data/Speed Issue,Pending,6
COMP144853,CUST131345,2025-09-19,Other,Resolved,3
COMP144854,CUST131345,2025-09-29,Other,Pending,1
COMP144855,CUST131346,2025-10-12,Billing Issue,Resolved,6
COMP144856,CUST131346,2026-01-17,Network Issue,Resolved,4
COMP144857,CUST131347,2025-11-06,Billing Issue,Resolved,1
COMP144858,CUST131347,2026-01-12,Service Quality,Resolved,4
COMP144859,CUST131347,2026-01-15,Other,Resolved,6
COMP144860,CUST131348,2025-11-08,Service Quality,Resolved,6
COMP144861,CUST131348,2025-12-28,Service Quality,Pending,3
COMP144862,CUST131349,2025-10-15,Other,Resolved,4
COMP144863,CUST131349,2025-08-18,Data/Speed Issue,Resolved,6
COMP144864,CUST131349,2025-12-07,Network Issue,Pending,4
COMP144865,CUST131350,2025-09-13,Service Quality,Resolved,2
COMP144866,CUST131350,2025-08-14,Network Issue,Pending,3
COMP144867,CUST131352,2025-09-21,Network Issue,Resolved,4
COMP144868,CUST131352,2025-09-29,Data/Speed Issue,Resolved,5
COMP144869,CUST131353,2025-08-09,Billing Issue,Pending,2
COMP144870,CUST131353,2025-08-17,Other,Pending,2
COMP144871,CUST131354,2025-10-29,Billing Issue,Pending,2
COMP144872,CUST131355,2026-01-10,Network Issue,Pending,4
COMP144873,CUST131355,2026-01-18,Billing Issue,Resolved,12
COMP144874,CUST131357,2025-08-22,Service Quality,Resolved,7
COMP144875,CUST131357,2025-10-12,Data/Speed Issue,Pending,10
COMP144876,CUST131357,2025-11-18,Billing Issue,Pending,5
COMP144877,CUST131358,2025-10-23,Billing Issue,Resolved,5
COMP144878,CUST131358,2026-01-12,Billing Issue,Resolved,6
COMP144879,CUST131358,2025-11-10,Billing Issue,Resolved,4
COMP144880,CUST131359,2025-09-27,Data/Speed Issue,Pending,4
COMP144881,CUST131361,2026-01-24,Data/Speed Issue,Resolved,1
COMP144882,CUST131363,2025-08-30,Data/Speed Issue,Resolved,2
COMP144883,CUST131368,2025-08-08,Billing Issue,Resolved,3
COMP144884,CUST131371,2025-08-17,Network Issue,Resolved,3
COMP144885,CUST131371,2025-11-26,Service Quality,Resolved,5
COMP144886,CUST131371,2025-09-03,Network Issue,Resolved,5
COMP144887,CUST131374,2025-12-07,Data/Speed Issue,Pending,13
COMP144888,CUST131376,2025-11-17,Billing Issue,Resolved,1
COMP144889,CUST131376,2025-09-23,Network Issue,Resolved,4
COMP144890,CUST131377,2025-10-08,Service Quality,Resolved,5
COMP144891,CUST131377,2025-08-17,Billing Issue,Resolved,4
COMP144892,CUST131377,2025-10-27,Billing Issue,Resolved,5
COMP144893,CUST131378,2026-01-19,Data/Speed Issue,Resolved,2
COMP144894,CUST131378,2025-12-09,Service Quality,Resolved,4
COMP144895,CUST131380,2025-10-14,Data/Speed Issue,Resolved,2
COMP144896,CUST131380,2025-11-19,Billing Issue,Resolved,2
COMP144897,CUST131380,2025-09-26,Service Quality,Resolved,1
COMP144898,CUST131381,2025-12-13,Network Issue,Resolved,6
COMP144899,CUST131381,2025-09-26,Network Issue,Resolved,1
COMP144900,CUST131383,2026-01-21,Billing Issue,Resolved,1
COMP144901,CUST131385,2025-09-13,Network Issue,Pending,3
COMP144902,CUST131385,2025-10-10,Network Issue,Resolved,5
COMP144903,CUST131385,2026-01-22,Data/Speed Issue,Resolved,10
COMP144904,CUST131386,2026-01-21,Network Issue,Resolved,12
COMP144905,CUST131386,2026-01-14,Network Issue,Pending,5
COMP144906,CUST131387,2025-08-09,Network Issue,Resolved,5
COMP144907,CUST131388,2026-01-08,Other,Resolved,1
COMP144908,CUST131389,2025-08-13,Billing Issue,Resolved,6
COMP144909,CUST131389,2025-08-29,Data/Speed Issue,Pending,5
COMP144910,CUST131389,2025-11-19,Network Issue,Pending,12
COMP144911,CUST131389,2026-01-15,Billing Issue,Pending,10
COMP144912,CUST131390,2025-08-22,Network Issue,Resolved,2
COMP144913,CUST131390,2025-11-05,Billing Issue,Resolved,5
COMP144914,CUST131390,2025-10-14,Data/Speed Issue,Pending,4
COMP144915,CUST131392,2025-08-25,Data/Speed Issue,Resolved,4
COMP144916,CUST131394,2025-10-30,Service Quality,Pending,5
COMP144917,CUST131394,2025-11-01,Network Issue,Resolved,3
COMP144918,CUST131394,2026-01-02,Billing Issue,Pending,4
COMP144919,CUST131396,2025-11-23,Other,Resolved,4
COMP144920,CUST131396,2025-08-11,Other,Resolved,14
COMP144921,CUST131396,2025-12-27,Other,Pending,12
COMP144922,CUST131396,2025-12-02,Network Issue,Pending,14
COMP144923,CUST131396,2025-09-13,Other,Resolved,11
COMP144924,CUST131397,2026-01-05,Service Quality,Resolved,5
COMP144925,CUST131397,2025-08-27,Service Quality,Pending,5
COMP144926,CUST131398,2025-08-12,Billing Issue,Resolved,12
COMP144927,CUST131398,2026-01-09,Data/Speed Issue,Pending,13
COMP144928,CUST131399,2026-01-16,Network Issue,Resolved,5
COMP144929,CUST131400,2025-11-30,Service Quality,Resolved,4
COMP144930,CUST131401,2025-08-22,Billing Issue,Resolved,6
COMP144931,CUST131401,2025-10-12,Data/Speed Issue,Resolved,4
COMP144932,CUST131401,2025-08-17,Network Issue,Resolved,5
COMP144933,CUST131401,2025-08-16,Network Issue,Resolved,1
COMP144934,CUST131401,2025-11-15,Network Issue,Resolved,2
COMP144935,CUST131402,2025-11-29,Network Issue,Resolved,3
COMP144936,CUST131402,2025-11-29,Other,Pending,1
COMP144937,CUST131402,2026-01-10,Other,Resolved,5
COMP144938,CUST131404,2025-11-25,Other,Resolved,2
COMP144939,CUST131405,2025-08-19,Service Quality,Resolved,2
COMP144940,CUST131407,2025-09-18,Billing Issue,Resolved,5
COMP144941,CUST131408,2025-10-08,Billing Issue,Resolved,3
COMP144942,CUST131410,2025-09-22,Data/Speed Issue,Resolved,6
COMP144943,CUST131411,2026-01-15,Other,Resolved,13
COMP144944,CUST131411,2025-08-09,Network Issue,Resolved,10
COMP144945,CUST131411,2026-01-02,Network Issue,Resolved,11
COMP144946,CUST131412,2025-08-04,Billing Issue,Resolved,2
COMP144947,CUST131414,2025-12-27,Billing Issue,Resolved,4
COMP144948,CUST131414,2026-01-28,Billing Issue,Resolved,1
COMP144949,CUST131416,2026-01-11,Billing Issue,Resolved,4
COMP144950,CUST131416,2025-10-08,Network Issue,Resolved,5
COMP144951,CUST131417,2025-08-08,Other,Pending,12
COMP144952,CUST131417,2026-01-27,Billing Issue,Pending,9
COMP144953,CUST131418,2025-08-30,Data/Speed Issue,Resolved,3
COMP144954,CUST131418,2025-10-05,Other,Resolved,6
COMP144955,CUST131419,2025-12-22,Billing Issue,Resolved,3
COMP144956,CUST131420,2025-10-28,Billing Issue,Resolved,4
COMP144957,CUST131421,2025-09-28,Data/Speed Issue,Resolved,1
COMP144958,CUST131421,2025-10-22,Service Quality,Resolved,1
COMP144959,CUST131423,2025-12-27,Network Issue,Resolved,12
COMP144960,CUST131423,2025-10-27,Billing Issue,Resolved,4
COMP144961,CUST131423,2025-08-05,Data/Speed Issue,Pending,13
COMP144962,CUST131423,2025-12-29,Service Quality,Pending,6
COMP144963,CUST131423,2025-10-20,Data/Speed Issue,Resolved,13
COMP144964,CUST131424,2025-11-05,Billing Issue,Resolved,4
COMP144965,CUST131424,2026-01-20,Billing Issue,Pending,2
COMP144966,CUST131424,2025-08-25,Service Quality,Resolved,1
COMP144967,CUST131426,2025-10-07,Network Issue,Resolved,5
COMP144968,CUST131426,2026-01-11,Service Quality,Resolved,4
COMP144969,CUST131426,2025-10-14,Network Issue,Resolved,3
COMP144970,CUST131426,2025-10-31,Billing Issue,Resolved,2
COMP144971,CUST131427,2026-01-22,Billing Issue,Resolved,1
COMP144972,CUST131429,2025-09-07,Other,Resolved,6
COMP144973,CUST131430,2025-09-27,Billing Issue,Resolved,4
COMP144974,CUST131430,2025-12-07,Other,Resolved,9
COMP144975,CUST131430,2025-11-20,Data/Speed Issue,Resolved,11
COMP144976,CUST131430,2025-08-23,Data/Speed Issue,Resolved,5
COMP144977,CUST131432,2025-08-28,Service Quality,Pending,11
COMP144978,CUST131432,2025-11-03,Service Quality,Resolved,5
COMP144979,CUST131432,2025-09-08,Service Quality,Pending,3
COMP144980,CUST131432,2025-11-11,Data/Speed Issue,Resolved,6
COMP144981,CUST131432,2025-11-26,Data/Speed Issue,Pending,6
COMP144982,CUST131433,2025-08-23,Network Issue,Pending,5
COMP144983,CUST131433,2026-01-21,Billing Issue,Resolved,8
COMP144984,CUST131433,2025-12-03,Billing Issue,Resolved,6
COMP144985,CUST131434,2025-10-27,Data/Speed Issue,Resolved,5
COMP144986,CUST131435,2025-11-28,Network Issue,Resolved,4
COMP144987,CUST131437,2025-08-23,Network Issue,Resolved,7
COMP144988,CUST131437,2025-10-05,Billing Issue,Resolved,14
COMP144989,CUST131437,2025-11-14,Data/Speed Issue,Pending,7
COMP144990,CUST131437,2025-08-22,Data/Speed Issue,Resolved,13
COMP144991,CUST131437,2025-08-20,Data/Speed Issue,Pending,6
COMP144992,CUST131438,2025-11-06,Billing Issue,Resolved,2
COMP144993,CUST131438,2025-11-28,Billing Issue,Resolved,4
COMP144994,CUST131438,2025-11-05,Network Issue,Resolved,3
COMP144995,CUST131439,2025-11-10,Billing Issue,Resolved,5
COMP144996,CUST131440,2025-12-02,Data/Speed Issue,Resolved,2
COMP144997,CUST131441,2025-12-22,Billing Issue,Resolved,3
COMP144998,CUST131441,2025-12-14,Network Issue,Resolved,5
COMP144999,CUST131441,2025-10-24,Network Issue,Resolved,5
COMP145000,CUST131441,2025-10-23,Other,Resolved,5
COMP145001,CUST131442,2025-12-27,Other,Resolved,1
COMP145002,CUST131442,2026-01-23,Network Issue,Resolved,3
COMP145003,CUST131443,2025-10-30,Service Quality,Resolved,1
COMP145004,CUST131444,2025-10-20,Data/Speed Issue,Resolved,14
COMP145005,CUST131444,2026-01-17,Billing Issue,Resolved,4
COMP145006,CUST131444,2025-10-22,Service Quality,Resolved,11
COMP145007,CUST131445,2025-10-10,Network Issue,Resolved,5
COMP145008,CUST131445,2025-09-04,Data/Speed Issue,Resolved,2
COMP145009,CUST131445,2025-08-13,Data/Speed Issue,Resolved,2
COMP145010,CUST131445,2025-11-18,Billing Issue,Resolved,3
COMP145011,CUST131446,2025-08-25,Other,Resolved,3
COMP145012,CUST131447,2025-10-28,Billing Issue,Pending,4
COMP145013,CUST131451,2025-12-21,Other,Pending,3
COMP145014,CUST131453,2025-10-10,Service Quality,Resolved,4
COMP145015,CUST131453,2025-09-29,Other,Resolved,3
COMP145016,CUST131454,2025-11-21,Data/Speed Issue,Resolved,6
COMP145017,CUST131454,2025-10-13,Billing Issue,Resolved,1
COMP145018,CUST131455,2025-09-01,Billing Issue,Resolved,2
COMP145019,CUST131455,2025-11-27,Data/Speed Issue,Resolved,3
COMP145020,CUST131455,2025-11-15,Data/Speed Issue,Resolved,6
COMP145021,CUST131456,2025-09-05,Billing Issue,Resolved,4
COMP145022,CUST131456,2026-01-04,Billing Issue,Resolved,6
COMP145023,CUST131457,2025-11-28,Network Issue,Resolved,2
COMP145024,CUST131457,2025-10-14,Data/Speed Issue,Resolved,1
COMP145025,CUST131459,2025-11-04,Network Issue,Resolved,5
COMP145026,CUST131459,2026-01-15,Data/Speed Issue,Pending,1
COMP145027,CUST131460,2025-10-16,Data/Speed Issue,Resolved,3
COMP145028,CUST131460,2025-12-14,Billing Issue,Resolved,8
COMP145029,CUST131460,2025-10-13,Billing Issue,Pending,7
COMP145030,CUST131460,2026-01-02,Billing Issue,Resolved,14
COMP145031,CUST131460,2026-01-05,Service Quality,Resolved,7
COMP145032,CUST131461,2025-11-04,Service Quality,Resolved,3
COMP145033,CUST131461,2025-08-11,Service Quality,Resolved,6
COMP145034,CUST131461,2025-11-22,Network Issue,Resolved,3
COMP145035,CUST131461,2025-11-19,Other,Pending,3
COMP145036,CUST131462,2026-01-19,Data/Speed Issue,Resolved,2
COMP145037,CUST131464,2025-10-31,Network Issue,Resolved,1
COMP145038,CUST131464,2025-10-20,Data/Speed Issue,Pending,5
COMP145039,CUST131465,2025-09-09,Data/Speed Issue,Pending,10
COMP145040,CUST131467,2025-09-05,Data/Speed Issue,Resolved,5
COMP145041,CUST131467,2025-12-12,Network Issue,Pending,2
COMP145042,CUST131467,2026-01-02,Service Quality,Resolved,1
COMP145043,CUST131468,2026-01-29,Data/Speed Issue,Resolved,3
COMP145044,CUST131468,2025-12-15,Service Quality,Pending,1
COMP145045,CUST131468,2025-10-09,Billing Issue,Resolved,3
COMP145046,CUST131468,2025-09-09,Billing Issue,Resolved,4
COMP145047,CUST131468,2025-09-06,Network Issue,Resolved,2
COMP145048,CUST131469,2025-10-13,Network Issue,Pending,6
COMP145049,CUST131469,2026-01-27,Billing Issue,Pending,4
COMP145050,CUST131469,2025-11-05,Other,Resolved,6
COMP145051,CUST131469,2025-08-08,Billing Issue,Resolved,5
COMP145052,CUST131469,2026-01-27,Data/Speed Issue,Resolved,5
COMP145053,CUST131470,2025-11-06,Network Issue,Resolved,4
COMP145054,CUST131470,2026-01-08,Network Issue,Pending,11
COMP145055,CUST131470,2025-10-22,Network Issue,Resolved,4
COMP145056,CUST131471,2025-09-10,Service Quality,Resolved,2
COMP145057,CUST131472,2025-11-20,Data/Speed Issue,Pending,11
COMP145058,CUST131472,2025-10-12,Billing Issue,Resolved,6
COMP145059,CUST131472,2025-10-15,Billing Issue,Resolved,13
COMP145060,CUST131473,2025-08-13,Network Issue,Resolved,1
COMP145061,CUST131474,2025-08-14,Network Issue,Resolved,6
COMP145062,CUST131475,2025-10-20,Service Quality,Resolved,12
COMP145063,CUST131475,2025-09-27,Data/Speed Issue,Resolved,10
COMP145064,CUST131475,2026-01-09,Other,Resolved,7
COMP145065,CUST131477,2025-12-29,Data/Speed Issue,Resolved,7
COMP145066,CUST131477,2025-10-23,Billing Issue,Resolved,4
COMP145067,CUST131477,2025-10-17,Data/Speed Issue,Resolved,12
COMP145068,CUST131477,2025-12-11,Network Issue,Resolved,11
COMP145069,CUST131477,2025-12-30,Billing Issue,Resolved,11
COMP145070,CUST131478,2025-09-04,Data/Speed Issue,Pending,8
COMP145071,CUST131478,2025-11-28,Data/Speed Issue,Pending,9
COMP145072,CUST131479,2025-08-08,Network Issue,Pending,10
COMP145073,CUST131480,2025-10-14,Service Quality,Resolved,1
COMP145074,CUST131481,2025-11-24,Billing Issue,Resolved,3
COMP145075,CUST131482,2025-10-01,Data/Speed Issue,Resolved,11
COMP145076,CUST131482,2025-11-16,Billing Issue,Pending,5
COMP145077,CUST131482,2025-09-17,Service Quality,Resolved,4
COMP145078,CUST131483,2025-09-09,Billing Issue,Resolved,3
COMP145079,CUST131483,2025-10-01,Other,Resolved,4
COMP145080,CUST131484,2025-08-07,Service Quality,Resolved,6
COMP145081,CUST131487,2025-12-14,Other,Pending,1
COMP145082,CUST131488,2025-12-06,Network Issue,Resolved,3
COMP145083,CUST131489,2025-12-23,Service Quality,Resolved,2
COMP145084,CUST131489,2025-11-29,Service Quality,Pending,4
COMP145085,CUST131489,2025-08-16,Network Issue,Resolved,5
COMP145086,CUST131490,2025-10-01,Network Issue,Pending,2
COMP145087,CUST131490,2025-08-21,Data/Speed Issue,Resolved,4
COMP145088,CUST131492,2025-08-11,Service Quality,Resolved,2
COMP145089,CUST131493,2026-01-20,Billing Issue,Pending,5
COMP145090,CUST131493,2026-01-10,Network Issue,Resolved,3
COMP145091,CUST131493,2025-10-27,Network Issue,Resolved,11
COMP145092,CUST131493,2025-08-07,Network Issue,Resolved,3
COMP145093,CUST131494,2025-12-08,Network Issue,Resolved,4
