customer_id,city,age,gender,plan_type,contract_type,tenure_months,monthly_charges
CUST119477,Delhi,42,Male,Postpaid,1-Year,42,1324.94
CUST119478,Gurgaon,62,Female,Prepaid,No Contract,14,240.58
CUST119479,Noida,29,Male,Prepaid,No Contract,8,441.95
CUST119480,Gurgaon,34,Female,Broadband,Month-to-Month,21,2115.31
CUST119481,Delhi,29,Female,Broadband,1-Year,37,2097.27
CUST119482,Bangalore,48,Male,Prepaid,No Contract,33,237.23
CUST119483,Pune,26,Male,Broadband,2-Year,20,1271.64
CUST119484,Gurgaon,36,Female,Postpaid,2-Year,23,1309.75
CUST119485,Gurgaon,46,Female,Postpaid,Month-to-Month,6,1360.9
CUST119486,Pune,42,Female,Postpaid,Month-to-Month,20,578.11
CUST119487,Delhi,32,Female,Broadband,Month-to-Month,21,2057.67
CUST119488,Mumbai,26,Female,Prepaid,No Contract,1,379.9
CUST119489,Gurgaon,30,Male,Broadband,1-Year,18,1720.9
CUST119490,Pune,64,Male,Broadband,Month-to-Month,20,1526.07
CUST119491,Pune,61,Male,Prepaid,No Contract,10,450.94
CUST119492,Noida,59,Male,Postpaid,Month-to-Month,1,1305.56
CUST119493,Gurgaon,20,Female,Postpaid,1-Year,29,1092.78
CUST119494,Mumbai,27,Male,Prepaid,No Contract,20,343.51
CUST119495,Gurgaon,35,Male,Prepaid,No Contract,17,251.0
CUST119496,Noida,27,Male,Prepaid,No Contract,24,358.54
CUST119497,Pune,53,Male,Broadband,1-Year,44,2445.19
CUST119498,Mumbai,45,Male,Broadband,Month-to-Month,3,1891.21
CUST119499,Bangalore,20,Female,Prepaid,No Contract,14,219.91
CUST119500,Delhi,37,Male,Broadband,2-Year,14,2104.79
CUST119501,Mumbai,35,Male,Prepaid,No Contract,1,466.25
CUST119502,Bangalore,54,Male,Broadband,Month-to-Month,6,2459.29
CUST119503,Gurgaon,37,Female,Broadband,2-Year,51,972.76
CUST119504,Gurgaon,27,Male,Postpaid,Month-to-Month,1,1027.14
CUST119505,Delhi,51,Female,Prepaid,No Contract,17,248.18
CUST119506,Noida,39,Male,Prepaid,No Contract,22,442.65
CUST119507,Noida,38,Female,Broadband,Month-to-Month,5,1631.51
CUST119508,Pune,50,Male,Postpaid,1-Year,32,1386.36
CUST119509,Bangalore,33,Male,Broadband,Month-to-Month,16,2226.49
CUST119510,Mumbai,59,Female,Broadband,1-Year,9,1228.5
CUST119511,Gurgaon,52,Female,Postpaid,Month-to-Month,8,868.23
CUST119512,Pune,53,Male,Postpaid,Month-to-Month,1,958.53
CUST119513,Mumbai,18,Female,Broadband,1-Year,21,1351.81
CUST119514,Bangalore,29,Male,Prepaid,No Contract,30,402.99
CUST119515,Bangalore,30,Female,Postpaid,Month-to-Month,6,844.71
CUST119516,Noida,25,Female,Prepaid,No Contract,24,242.03
CUST119517,Delhi,48,Female,Broadband,Month-to-Month,3,2257.19
CUST119518,Gurgaon,22,Female,Broadband,1-Year,24,1664.56
CUST119519,Bangalore,61,Male,Postpaid,2-Year,69,538.49
CUST119520,Noida,53,Male,Prepaid,No Contract,28,270.05
CUST119521,Bangalore,64,Male,Broadband,Month-to-Month,21,1887.67
CUST119522,Mumbai,42,Female,Postpaid,Month-to-Month,14,1495.37
CUST119523,Gurgaon,62,Female,Postpaid,1-Year,41,1484.54
CUST119524,Bangalore,30,Female,Postpaid,2-Year,25,679.26
CUST119525,Bangalore,52,Male,Postpaid,Month-to-Month,5,1135.29
CUST119526,Bangalore,49,Female,Prepaid,No Contract,17,209.57
CUST119527,Gurgaon,25,Female,Postpaid,1-Year,23,1123.75
CUST119528,Pune,39,Male,Prepaid,No Contract,33,213.84
CUST119529,Mumbai,23,Male,Prepaid,No Contract,31,394.84
CUST119530,Noida,28,Female,Prepaid,No Contract,26,496.42
CUST119531,Gurgaon,24,Female,Prepaid,No Contract,24,466.69
CUST119532,Gurgaon,32,Male,Postpaid,2-Year,50,547.92
CUST119533,Noida,21,Female,Prepaid,No Contract,33,422.76
CUST119534,Delhi,57,Male,Postpaid,2-Year,60,1325.91
CUST119535,Mumbai,51,Male,Prepaid,No Contract,9,430.84
CUST119536,Mumbai,60,Female,Postpaid,2-Year,56,1176.27
CUST119537,Noida,57,Female,Broadband,Month-to-Month,9,1918.48
CUST119538,Gurgaon,39,Male,Prepaid,No Contract,31,358.68
CUST119539,Gurgaon,47,Male,Prepaid,No Contract,24,357.46
CUST119540,Pune,36,Female,Postpaid,Month-to-Month,6,501.18
CUST119541,Mumbai,54,Male,Prepaid,No Contract,31,437.06
CUST119542,Delhi,55,Male,Broadband,Month-to-Month,17,2295.28
CUST119543,Delhi,47,Male,Broadband,Month-to-Month,5,2192.62
CUST119544,Pune,49,Female,Broadband,Month-to-Month,13,2352.01
CUST119545,Delhi,36,Female,Broadband,Month-to-Month,5,2158.03
CUST119546,Bangalore,42,Female,Prepaid,No Contract,8,331.08
CUST119547,Mumbai,54,Male,Broadband,1-Year,30,1579.62
CUST119548,Noida,62,Male,Broadband,1-Year,30,1528.44
CUST119549,Noida,40,Male,Prepaid,No Contract,33,253.97
CUST119550,Mumbai,29,Female,Prepaid,No Contract,11,242.28
CUST119551,Delhi,26,Male,Prepaid,No Contract,15,436.59
CUST119552,Noida,54,Male,Broadband,2-Year,24,2292.74
CUST119553,Mumbai,34,Female,Postpaid,2-Year,64,1267.06
CUST119554,Pune,52,Male,Postpaid,Month-to-Month,22,1212.4
CUST119555,Mumbai,64,Female,Broadband,1-Year,28,1386.78
CUST119556,Bangalore,58,Male,Broadband,1-Year,7,1899.22
CUST119557,Delhi,47,Female,Prepaid,No Contract,35,225.81
CUST119558,Bangalore,21,Male,Broadband,Month-to-Month,6,1377.24
CUST119559,Gurgaon,58,Female,Broadband,Month-to-Month,11,2131.09
CUST119560,Gurgaon,21,Male,Prepaid,No Contract,6,236.58
CUST119561,Delhi,41,Male,Prepaid,No Contract,34,207.69
CUST119562,Delhi,20,Female,Postpaid,Month-to-Month,14,1172.27
CUST119563,Delhi,26,Female,Prepaid,No Contract,14,393.43
CUST119564,Gurgaon,28,Male,Prepaid,No Contract,5,230.33
CUST119565,Noida,49,Female,Prepaid,No Contract,7,395.87
CUST119566,Gurgaon,60,Male,Postpaid,1-Year,20,1401.99
CUST119567,Bangalore,57,Male,Postpaid,Month-to-Month,11,684.44
CUST119568,Delhi,46,Female,Broadband,2-Year,31,1062.38
CUST119569,Mumbai,51,Female,Postpaid,Month-to-Month,12,613.64
CUST119570,Mumbai,65,Female,Broadband,2-Year,41,2378.46
CUST119571,Pune,51,Male,Prepaid,No Contract,10,341.37
CUST119572,Noida,38,Female,Broadband,Month-to-Month,6,977.02
CUST119573,Mumbai,42,Female,Broadband,Month-to-Month,17,1981.17
CUST119574,Noida,38,Other,Postpaid,2-Year,31,818.47
CUST119575,Delhi,37,Male,Prepaid,No Contract,36,402.85
CUST119576,Mumbai,41,Male,Broadband,1-Year,39,2199.21
CUST119577,Delhi,22,Male,Postpaid,2-Year,62,1004.58
CUST119578,Gurgaon,58,Male,Prepaid,No Contract,23,454.34
CUST119579,Gurgaon,19,Male,Prepaid,No Contract,16,311.45
CUST119580,Bangalore,26,Female,Postpaid,Month-to-Month,2,572.26
CUST119581,Mumbai,60,Male,Prepaid,No Contract,34,268.43
CUST119582,Noida,25,Male,Prepaid,No Contract,21,499.04
CUST119583,Mumbai,49,Male,Postpaid,Month-to-Month,7,1066.52
CUST119584,Delhi,24,Female,Prepaid,No Contract,1,250.84
CUST119585,Bangalore,55,Female,Postpaid,Month-to-Month,15,1131.78
CUST119586,Noida,37,Female,Postpaid,2-Year,13,1275.41
CUST119587,Pune,64,Male,Broadband,1-Year,40,1427.08
CUST119588,Mumbai,32,Female,Broadband,Month-to-Month,9,1038.95
CUST119589,Noida,56,Male,Broadband,Month-to-Month,18,801.16
CUST119590,Noida,45,Female,Prepaid,No Contract,10,484.95
CUST119591,Delhi,48,Male,Prepaid,No Contract,24,361.19
CUST119592,Delhi,39,Male,Postpaid,Month-to-Month,16,1064.98
CUST119593,Delhi,57,Female,Postpaid,1-Year,12,1406.31
CUST119594,Gurgaon,41,Male,Broadband,1-Year,12,1871.71
CUST119595,Mumbai,51,Female,Broadband,1-Year,47,1107.42
CUST119596,Pune,26,Female,Prepaid,No Contract,2,369.56
CUST119597,Mumbai,19,Male,Prepaid,No Contract,5,437.61
CUST119598,Bangalore,62,Other,Prepaid,No Contract,34,339.2
CUST119599,Bangalore,42,Male,Postpaid,2-Year,55,823.78
CUST119600,Gurgaon,29,Other,Prepaid,No Contract,10,433.69
CUST119601,Delhi,21,Male,Prepaid,No Contract,6,272.41
CUST119602,Mumbai,57,Male,Postpaid,Month-to-Month,22,672.57
CUST119603,Bangalore,30,Female,Prepaid,No Contract,7,294.95
CUST119604,Pune,46,Female,Broadband,1-Year,29,1139.7
CUST119605,Gurgaon,49,Female,Postpaid,1-Year,12,1348.72
CUST119606,Noida,44,Other,Prepaid,No Contract,30,426.62
CUST119607,Gurgaon,47,Male,Postpaid,Month-to-Month,6,859.31
CUST119608,Bangalore,63,Male,Postpaid,1-Year,22,1264.69
CUST119609,Mumbai,56,Male,Prepaid,No Contract,31,204.35
CUST119610,Delhi,18,Male,Broadband,Month-to-Month,22,2092.21
CUST119611,Delhi,28,Female,Postpaid,Month-to-Month,17,1247.84
CUST119612,Delhi,40,Female,Prepaid,No Contract,26,307.97
CUST119613,Gurgaon,34,Male,Broadband,Month-to-Month,19,1249.29
CUST119614,Bangalore,32,Female,Broadband,1-Year,39,1584.37
CUST119615,Delhi,44,Female,Prepaid,No Contract,26,312.4
CUST119616,Bangalore,27,Male,Postpaid,1-Year,16,731.91
CUST119617,Gurgaon,33,Male,Prepaid,No Contract,30,220.06
CUST119618,Noida,54,Female,Broadband,Month-to-Month,6,2279.9
CUST119619,Noida,45,Male,Postpaid,Month-to-Month,6,503.78
CUST119620,Noida,19,Female,Broadband,Month-to-Month,8,1878.0
CUST119621,Mumbai,56,Female,Postpaid,Month-to-Month,19,1357.26
CUST119622,Gurgaon,52,Female,Postpaid,Month-to-Month,12,957.78
CUST119623,Noida,32,Male,Postpaid,2-Year,16,1229.89
CUST119624,Delhi,28,Male,Broadband,1-Year,39,1544.93
CUST119625,Gurgaon,50,Female,Prepaid,No Contract,12,486.2
CUST119626,Delhi,33,Male,Postpaid,Month-to-Month,15,684.67
CUST119627,Bangalore,28,Female,Postpaid,Month-to-Month,15,1434.06
CUST119628,Bangalore,37,Male,Broadband,Month-to-Month,8,1552.1
CUST119629,Bangalore,36,Male,Broadband,2-Year,38,1243.01
CUST119630,Mumbai,56,Male,Broadband,Month-to-Month,15,1833.39
CUST119631,Delhi,40,Male,Postpaid,Month-to-Month,14,903.88
CUST119632,Pune,27,Female,Prepaid,No Contract,36,319.37
CUST119633,Mumbai,25,Female,Prepaid,No Contract,2,371.95
CUST119634,Mumbai,19,Male,Broadband,Month-to-Month,6,1312.43
CUST119635,Mumbai,24,Male,Prepaid,No Contract,8,222.64
CUST119636,Delhi,43,Male,Broadband,1-Year,36,1201.13
CUST119637,Delhi,57,Male,Postpaid,2-Year,58,1486.94
CUST119638,Mumbai,36,Female,Prepaid,No Contract,21,295.64
CUST119639,Gurgaon,23,Female,Postpaid,Month-to-Month,2,770.11
CUST119640,Gurgaon,50,Female,Postpaid,Month-to-Month,3,1014.87
CUST119641,Noida,28,Female,Prepaid,No Contract,19,486.43
CUST119642,Mumbai,53,Female,Prepaid,No Contract,13,335.91
CUST119643,Mumbai,29,Male,Prepaid,No Contract,1,479.59
CUST119644,Bangalore,45,Male,Broadband,2-Year,67,1568.93
CUST119645,Pune,26,Male,Prepaid,No Contract,1,269.65
CUST119646,Delhi,40,Other,Prepaid,No Contract,20,448.28
CUST119647,Noida,57,Male,Postpaid,Month-to-Month,12,571.73
CUST119648,Mumbai,23,Male,Prepaid,No Contract,4,349.0
CUST119649,Delhi,36,Male,Postpaid,Month-to-Month,20,1250.2
CUST119650,Gurgaon,37,Male,Broadband,2-Year,56,1593.49
CUST119651,Mumbai,35,Male,Prepaid,No Contract,36,410.81
CUST119652,Bangalore,44,Male,Prepaid,No Contract,36,451.58
CUST119653,Gurgaon,50,Male,Broadband,Month-to-Month,2,1415.96
CUST119654,Mumbai,46,Female,Prepaid,No Contract,29,479.0
CUST119655,Bangalore,26,Male,Prepaid,No Contract,8,426.42
CUST119656,Mumbai,62,Female,Broadband,Month-to-Month,22,1492.52
CUST119657,Noida,61,Male,Prepaid,No Contract,31,253.62
CUST119658,Noida,44,Male,Postpaid,Month-to-Month,8,1453.08
CUST119659,Mumbai,56,Male,Prepaid,No Contract,7,337.34
CUST119660,Pune,28,Male,Postpaid,1-Year,14,1110.34
CUST119661,Delhi,59,Male,Broadband,Month-to-Month,21,1176.48
CUST119662,Delhi,25,Male,Prepaid,No Contract,25,492.84
CUST119663,Gurgaon,31,Female,Broadband,1-Year,13,2312.35
CUST119664,Bangalore,63,Female,Broadband,Month-to-Month,17,1204.58
CUST119665,Bangalore,30,Female,Prepaid,No Contract,17,467.62
CUST119666,Mumbai,24,Female,Prepaid,No Contract,34,386.1
CUST119667,Delhi,32,Female,Prepaid,No Contract,17,326.08
CUST119668,Delhi,55,Male,Postpaid,2-Year,68,1103.66
CUST119669,Noida,61,Female,Postpaid,1-Year,33,1179.38
CUST119670,Noida,60,Female,Broadband,Month-to-Month,23,2094.99
CUST119671,Bangalore,35,Female,Postpaid,1-Year,35,1429.37
CUST119672,Bangalore,53,Male,Broadband,Month-to-Month,4,1792.16
CUST119673,Mumbai,48,Male,Postpaid,Month-to-Month,5,788.45
CUST119674,Gurgaon,21,Male,Prepaid,No Contract,16,260.74
CUST119675,Mumbai,30,Male,Postpaid,1-Year,9,1429.53
CUST119676,Bangalore,56,Male,Prepaid,No Contract,31,445.73
CUST119677,Mumbai,47,Male,Broadband,2-Year,53,1496.48
CUST119678,Delhi,36,Male,Postpaid,1-Year,39,687.22
CUST119679,Pune,21,Female,Postpaid,Month-to-Month,19,1133.75
CUST119680,Noida,18,Male,Prepaid,No Contract,11,498.35
CUST119681,Gurgaon,57,Female,Postpaid,2-Year,28,593.34
CUST119682,Bangalore,49,Male,Postpaid,Month-to-Month,14,1299.94
CUST119683,Pune,29,Female,Prepaid,No Contract,33,310.45
CUST119684,Delhi,29,Female,Postpaid,2-Year,69,1106.51
CUST119685,Mumbai,37,Male,Postpaid,1-Year,15,1124.0
CUST119686,Mumbai,28,Male,Prepaid,No Contract,24,223.23
CUST119687,Mumbai,47,Male,Broadband,2-Year,30,907.61
CUST119688,Noida,61,Female,Postpaid,Month-to-Month,1,757.32
CUST119689,Gurgaon,48,Female,Prepaid,No Contract,20,435.89
CUST119690,Delhi,45,Male,Prepaid,No Contract,28,432.63
CUST119691,Delhi,61,Male,Prepaid,No Contract,27,275.24
CUST119692,Delhi,46,Male,Postpaid,Month-to-Month,23,1219.52
CUST119693,Mumbai,58,Female,Prepaid,No Contract,8,246.99
CUST119694,Bangalore,39,Male,Postpaid,Month-to-Month,6,1434.58
CUST119695,Gurgaon,62,Female,Postpaid,Month-to-Month,9,669.09
CUST119696,Bangalore,46,Female,Broadband,2-Year,45,2156.51
CUST119697,Bangalore,18,Male,Prepaid,No Contract,33,425.8
CUST119698,Gurgaon,38,Male,Postpaid,Month-to-Month,12,1291.44
CUST119699,Bangalore,48,Male,Postpaid,Month-to-Month,5,913.33
CUST119700,Bangalore,44,Female,Postpaid,2-Year,21,904.34
CUST119701,Mumbai,52,Male,Prepaid,No Contract,32,287.54
CUST119702,Gurgaon,25,Male,Prepaid,No Contract,25,308.35
CUST119703,Bangalore,57,Female,Postpaid,2-Year,61,645.73
CUST119704,Pune,25,Female,Broadband,Month-to-Month,12,1786.85
CUST119705,Mumbai,23,Male,Prepaid,No Contract,26,239.79
CUST119706,Gurgaon,32,Female,Postpaid,2-Year,59,1132.97
CUST119707,Mumbai,38,Male,Prepaid,No Contract,12,457.08
CUST119708,Delhi,54,Female,Postpaid,1-Year,10,656.11
CUST119709,Mumbai,23,Female,Prepaid,No Contract,2,469.46
CUST119710,Gurgaon,46,Female,Postpaid,Month-to-Month,24,932.44
CUST119711,Delhi,42,Male,Prepaid,No Contract,4,441.2
CUST119712,Mumbai,40,Male,Prepaid,No Contract,16,342.32
CUST119713,Delhi,55,Male,Prepaid,No Contract,15,307.34
CUST119714,Mumbai,44,Male,Postpaid,Month-to-Month,5,627.55
CUST119715,Delhi,59,Female,Postpaid,2-Year,55,1118.13
CUST119716,Delhi,40,Female,Prepaid,No Contract,35,313.61
CUST119717,Noida,36,Female,Broadband,Month-to-Month,8,893.08
CUST119718,Pune,45,Female,Postpaid,1-Year,28,635.37
CUST119719,Gurgaon,51,Female,Postpaid,Month-to-Month,4,788.16
CUST119720,Mumbai,24,Female,Prepaid,No Contract,14,331.21
CUST119721,Gurgaon,30,Female,Prepaid,No Contract,1,206.64
CUST119722,Mumbai,21,Male,Prepaid,No Contract,5,497.06
CUST119723,Mumbai,28,Male,Prepaid,No Contract,22,288.86
CUST119724,Gurgaon,38,Male,Postpaid,2-Year,55,616.42
CUST119725,Bangalore,38,Male,Broadband,1-Year,10,1050.92
CUST119726,Delhi,60,Male,Broadband,Month-to-Month,20,2338.03
CUST119727,Delhi,62,Male,Broadband,Month-to-Month,16,2081.53
CUST119728,Noida,59,Female,Postpaid,2-Year,17,1207.77
CUST119729,Bangalore,43,Female,Broadband,Month-to-Month,18,1758.91
CUST119730,Mumbai,48,Male,Postpaid,Month-to-Month,11,527.93
CUST119731,Mumbai,21,Male,Prepaid,No Contract,6,292.71
CUST119732,Mumbai,20,Female,Prepaid,No Contract,35,499.04
CUST119733,Mumbai,56,Male,Broadband,1-Year,44,1133.59
CUST119734,Gurgaon,65,Male,Broadband,Month-to-Month,18,2237.89
CUST119735,Mumbai,38,Male,Broadband,1-Year,27,1981.76
CUST119736,Mumbai,55,Male,Postpaid,2-Year,41,541.6
CUST119737,Bangalore,35,Male,Prepaid,No Contract,28,472.5
CUST119738,Bangalore,50,Male,Postpaid,Month-to-Month,13,647.34
CUST119739,Gurgaon,59,Male,Postpaid,Month-to-Month,11,796.8
CUST119740,Mumbai,52,Female,Postpaid,2-Year,15,672.06
CUST119741,Gurgaon,49,Male,Postpaid,2-Year,14,703.91
CUST119742,Mumbai,28,Male,Prepaid,No Contract,2,437.98
CUST119743,Mumbai,56,Male,Postpaid,Month-to-Month,21,787.76
CUST119744,Noida,48,Female,Broadband,Month-to-Month,15,1803.05
CUST119745,Bangalore,47,Female,Prepaid,No Contract,14,398.66
CUST119746,Noida,55,Female,Postpaid,2-Year,54,1305.94
CUST119747,Bangalore,63,Male,Prepaid,No Contract,12,345.73
CUST119748,Pune,37,Female,Broadband,Month-to-Month,24,1546.25
CUST119749,Bangalore,57,Female,Postpaid,1-Year,26,714.88
CUST119750,Pune,43,Male,Prepaid,No Contract,12,217.59
CUST119751,Delhi,28,Female,Postpaid,Month-to-Month,12,862.92
CUST119752,Delhi,19,Female,Postpaid,Month-to-Month,10,605.21
CUST119753,Mumbai,56,Female,Broadband,Month-to-Month,2,1385.81
CUST119754,Pune,34,Male,Postpaid,Month-to-Month,1,603.2
CUST119755,Mumbai,41,Male,Prepaid,No Contract,12,385.44
CUST119756,Gurgaon,47,Female,Broadband,1-Year,13,2017.1
CUST119757,Mumbai,54,Female,Prepaid,No Contract,30,313.43
CUST119758,Bangalore,23,Female,Postpaid,2-Year,51,1464.03
CUST119759,Gurgaon,40,Other,Broadband,1-Year,11,2058.53
CUST119760,Bangalore,64,Female,Broadband,1-Year,32,2499.37
CUST119761,Pune,52,Male,Broadband,Month-to-Month,4,1173.07
CUST119762,Noida,64,Female,Broadband,2-Year,41,1465.61
CUST119763,Gurgaon,43,Male,Broadband,1-Year,33,1155.36
CUST119764,Gurgaon,42,Female,Broadband,Month-to-Month,14,915.37
CUST119765,Gurgaon,53,Male,Postpaid,1-Year,35,557.64
CUST119766,Gurgaon,38,Female,Prepaid,No Contract,1,314.14
CUST119767,Delhi,59,Female,Prepaid,No Contract,7,430.82
CUST119768,Noida,60,Female,Postpaid,1-Year,22,1379.84
CUST119769,Gurgaon,40,Female,Postpaid,1-Year,28,867.45
CUST119770,Noida,18,Male,Prepaid,No Contract,8,333.18
CUST119771,Pune,27,Male,Prepaid,No Contract,25,433.09
CUST119772,Delhi,42,Female,Prepaid,No Contract,34,449.58
CUST119773,Pune,39,Female,Prepaid,No Contract,31,361.89
CUST119774,Bangalore,64,Male,Prepaid,No Contract,15,295.47
CUST119775,Mumbai,25,Female,Prepaid,No Contract,1,491.71
CUST119776,Gurgaon,58,Female,Broadband,1-Year,29,902.5
CUST119777,Mumbai,50,Female,Prepaid,No Contract,21,430.1
CUST119778,Gurgaon,29,Female,Prepaid,No Contract,11,331.98
CUST119779,Bangalore,65,Female,Broadband,Month-to-Month,22,2138.48
CUST119780,Delhi,56,Female,Broadband,Month-to-Month,22,831.3
CUST119781,Bangalore,29,Female,Prepaid,No Contract,18,388.77
CUST119782,Gurgaon,29,Male,Postpaid,Month-to-Month,3,1279.5
CUST119783,Delhi,28,Female,Prepaid,No Contract,30,334.0
CUST119784,Mumbai,65,Male,Prepaid,No Contract,17,403.09
CUST119785,Mumbai,25,Female,Prepaid,No Contract,1,470.58
CUST119786,Mumbai,25,Female,Prepaid,No Contract,29,443.11
CUST119787,Delhi,54,Male,Broadband,2-Year,62,1952.92
CUST119788,Noida,33,Female,Postpaid,2-Year,15,1066.26
CUST119789,Bangalore,53,Male,Postpaid,2-Year,51,772.63
CUST119790,Delhi,35,Male,Postpaid,1-Year,17,1030.1
CUST119791,Mumbai,61,Male,Prepaid,No Contract,36,370.97
CUST119792,Mumbai,38,Female,Prepaid,No Contract,4,413.97
CUST119793,Delhi,21,Female,Broadband,1-Year,6,1221.19
CUST119794,Bangalore,24,Male,Postpaid,1-Year,44,1385.43
CUST119795,Noida,51,Male,Postpaid,Month-to-Month,13,586.09
CUST119796,Bangalore,51,Male,Postpaid,2-Year,25,1190.0
CUST119797,Gurgaon,62,Male,Postpaid,Month-to-Month,10,889.57
CUST119798,Noida,53,Male,Postpaid,Month-to-Month,24,1303.65
CUST119799,Gurgaon,54,Male,Broadband,2-Year,45,2061.42
CUST119800,Pune,47,Female,Prepaid,No Contract,30,455.48
CUST119801,Delhi,43,Female,Postpaid,Month-to-Month,7,862.13
CUST119802,Mumbai,29,Male,Broadband,2-Year,15,1969.16
CUST119803,Mumbai,28,Female,Postpaid,1-Year,43,1384.27
CUST119804,Gurgaon,46,Male,Broadband,1-Year,6,2475.12
CUST119805,Noida,20,Female,Prepaid,No Contract,4,445.01
CUST119806,Bangalore,28,Female,Broadband,1-Year,42,1299.0
CUST119807,Delhi,26,Female,Broadband,Month-to-Month,18,1164.85
CUST119808,Bangalore,43,Female,Postpaid,Month-to-Month,18,997.97
CUST119809,Mumbai,25,Male,Postpaid,1-Year,21,1397.47
CUST119810,Delhi,38,Female,Broadband,Month-to-Month,22,1849.23
CUST119811,Pune,25,Female,Prepaid,No Contract,26,312.91
CUST119812,Noida,59,Male,Postpaid,Month-to-Month,4,1299.96
CUST119813,Gurgaon,23,Male,Prepaid,No Contract,3,263.87
CUST119814,Mumbai,35,Female,Postpaid,Month-to-Month,13,1324.06
CUST119815,Gurgaon,23,Female,Prepaid,No Contract,25,312.82
CUST119816,Noida,38,Male,Postpaid,Month-to-Month,15,1324.64
CUST119817,Pune,61,Female,Prepaid,No Contract,15,374.68
CUST119818,Gurgaon,65,Female,Broadband,Month-to-Month,7,2448.28
CUST119819,Noida,65,Other,Broadband,2-Year,68,1718.66
CUST119820,Mumbai,40,Male,Prepaid,No Contract,14,230.05
CUST119821,Gurgaon,53,Male,Broadband,1-Year,7,1496.5
CUST119822,Pune,35,Female,Postpaid,Month-to-Month,9,1016.54
CUST119823,Mumbai,44,Female,Postpaid,Month-to-Month,18,666.18
CUST119824,Mumbai,62,Male,Broadband,2-Year,30,1005.54
CUST119825,Bangalore,20,Female,Postpaid,Month-to-Month,12,612.39
CUST119826,Gurgaon,29,Male,Prepaid,No Contract,25,284.4
CUST119827,Gurgaon,37,Male,Prepaid,No Contract,35,346.69
CUST119828,Pune,36,Female,Prepaid,No Contract,24,265.61
CUST119829,Bangalore,40,Female,Postpaid,1-Year,16,1457.68
CUST119830,Noida,22,Female,Prepaid,No Contract,20,219.61
CUST119831,Gurgaon,36,Female,Prepaid,No Contract,11,402.05
CUST119832,Mumbai,29,Female,Prepaid,No Contract,14,460.93
CUST119833,Pune,45,Male,Postpaid,1-Year,8,530.81
CUST119834,Gurgaon,54,Male,Postpaid,1-Year,46,1138.18
CUST119835,Delhi,51,Female,Broadband,1-Year,13,1958.88
CUST119836,Mumbai,33,Male,Broadband,Month-to-Month,19,1038.78
CUST119837,Gurgaon,21,Female,Postpaid,Month-to-Month,10,776.22
CUST119838,Delhi,64,Female,Prepaid,No Contract,30,351.78
CUST119839,Noida,59,Male,Broadband,2-Year,14,1892.54
CUST119840,Pune,23,Male,Prepaid,No Contract,15,375.93
CUST119841,Mumbai,24,Female,Prepaid,No Contract,14,338.78
CUST119842,Noida,51,Male,Prepaid,No Contract,29,309.77
CUST119843,Noida,21,Female,Prepaid,No Contract,28,448.25
CUST119844,Bangalore,32,Female,Broadband,Month-to-Month,2,1079.29
CUST119845,Delhi,30,Female,Prepaid,No Contract,28,394.2
CUST119846,Delhi,26,Male,Prepaid,No Contract,16,317.14
CUST119847,Delhi,54,Female,Prepaid,No Contract,4,296.47
CUST119848,Delhi,34,Male,Prepaid,No Contract,18,483.55
CUST119849,Gurgaon,55,Male,Broadband,2-Year,34,1625.66
CUST119850,Gurgaon,31,Male,Broadband,1-Year,8,2142.08
CUST119851,Gurgaon,54,Female,Broadband,1-Year,28,2157.86
CUST119852,Delhi,48,Female,Postpaid,1-Year,40,1343.89
CUST119853,Mumbai,19,Male,Prepaid,No Contract,23,487.96
CUST119854,Gurgaon,63,Female,Postpaid,2-Year,68,500.41
CUST119855,Noida,36,Female,Postpaid,2-Year,57,912.0
CUST119856,Delhi,36,Female,Postpaid,Month-to-Month,9,1226.12
CUST119857,Noida,30,Female,Postpaid,Month-to-Month,22,1227.53
CUST119858,Pune,38,Male,Prepaid,No Contract,14,216.27
CUST119859,Bangalore,48,Female,Broadband,Month-to-Month,4,1530.58
CUST119860,Bangalore,61,Female,Broadband,Month-to-Month,15,2003.03
CUST119861,Pune,45,Male,Broadband,1-Year,48,2391.91
CUST119862,Gurgaon,18,Male,Prepaid,No Contract,8,375.43
CUST119863,Pune,52,Female,Postpaid,2-Year,51,673.96
CUST119864,Noida,27,Male,Prepaid,No Contract,10,257.5
CUST119865,Bangalore,25,Male,Postpaid,2-Year,31,1415.5
CUST119866,Gurgaon,30,Female,Postpaid,Month-to-Month,16,504.04
CUST119867,Mumbai,36,Male,Prepaid,No Contract,32,341.81
CUST119868,Bangalore,20,Male,Prepaid,No Contract,30,487.26
CUST119869,Bangalore,20,Male,Prepaid,No Contract,2,448.73
CUST119870,Bangalore,44,Female,Broadband,2-Year,69,1968.34
CUST119871,Delhi,35,Male,Prepaid,No Contract,6,280.35
CUST119872,Gurgaon,52,Female,Postpaid,Month-to-Month,23,1297.19
CUST119873,Mumbai,61,Female,Prepaid,No Contract,24,453.06
CUST119874,Gurgaon,51,Female,Prepaid,No Contract,16,407.27
CUST119875,Delhi,47,Male,Prepaid,No Contract,24,308.5
CUST119876,Delhi,25,Male,Prepaid,No Contract,30,249.28
CUST119877,Gurgaon,38,Male,Prepaid,No Contract,2,412.15
CUST119878,Mumbai,63,Male,Postpaid,Month-to-Month,6,1333.18
CUST119879,Delhi,36,Female,Postpaid,Month-to-Month,16,1294.5
